ID,브랜드명,팝업스토어명,카테고리,세부카테고리,시작일,종료일,운영일수,위치,구역,원산지(원본),원산지(정제),콜라보,설명,연도,출처
57,S-FACTORY (에스팩토리),에스팩토리 그랜드 오픈,예술,,2017-05,2017-05,,서울 성동구 성수동 (구 섬유공장/자동차정비공장 리모델링),,국내,국내,,"섬유공장과 자동차정비공장을 리모델링한 복합문화유통공간. 전시장, 독립 디자이너 공방, 레스토랑, 연예기획사 등이 입주. 이후 수많은 브랜드 팝업과 전시가 진행된 성수동 대표 문화공간.",2017,['https://www.doopedia.co.kr/travel/viewContent.do?idx=170726000031524&page=186&mode=I']
58,Gustav Klimt / Arte Museum,클림트 인사이드 전시 (Klimt Inside),예술,,2016-12-08,2017-03-03,,서울 성동구 성수동 S-FACTORY,,해외,해외(기타),,"구스타프 클림트의 작품을 미디어아트로 재해석한 대규모 전시. 성수동 S-FACTORY에서 개최되었으며, 이후 연장되어 2017년 4월 18일까지 진행.",2017,['https://www.doopedia.co.kr/travel/viewContent.do?idx=170726000031524&page=186&mode=I']
59,Pattie Boyd / BIGBANG,패티 보이드 사진전 'Rockin Love',예술,,2017-04-28,2017-09-03,,서울 성동구 성수동 S-FACTORY,,해외,해외(기타),,영국 톱모델 겸 사진작가 패티 보이드의 사진전. 비틀즈 조지 해리슨과 에릭 클랩튼의 뮤즈로 알려진 그녀의 60~70년대 록 음악계 사진 전시. 원래 8월 9일 종료 예정이었으나 인기로 9월 3일까지 연장.,2017,['https://www.doopedia.co.kr/travel/viewContent.do?idx=170726000031524&page=186&mode=I']
60,YG Entertainment / BIGBANG,BIGBANG10 THE EXHIBITION A TO Z,엔터,,2016-08,2017-03,,서울 성동구 성수동 S-FACTORY,,국내,국내,,"빅뱅 데뷔 10주년 기념 전시회. S-FACTORY에서 개최되었으며, 2017년 초까지 진행. 이후 상하이, 방콕 등 해외로 확장 전시.",2017,['https://www.doopedia.co.kr/travel/viewContent.do?idx=170726000031524&page=186&mode=I']
61,Chanel,샤넬 마드모아젤 프리베 전시 기념 프라이빗 오프닝 파티,뷰티,,2017,2017,,서울 성동구 성수동 S-FACTORY,,해외,해외(기타),,"샤넬의 마드모아젤 프리베 전시 기념 프라이빗 오프닝 파티. 샤넬이 에스팩토리를 처음으로 베뉴로 선택한 행사로, 이후에도 샤넬은 에스팩토리와 대림창고를 지속적으로 활용.",2017,['https://stibee.com/api/v1.0/emails/share/p4Uqfng7PqnqzK_3W7JbQhqKpd4-9A==']
62,한국콘텐츠진흥원 / 한국패션디자이너연합회,패션코드 2017 (FASHION CODE),패션,,2017-09-18,2017-09-20,,서울 성동구 성수동 S-FACTORY,,국내,국내,,"국내 디자이너들의 해외 판로 개척을 돕는 패션문화축제. 112개 디자이너 브랜드가 참가하여 세계 500여 명의 바이어와 비즈니스 상담 진행. 패션쇼, 네트워킹 파티, 미디어아트 전시 등이 함께 열림. 2013년부터 매년 개최되던 행사가 처음으로 성수동으로 개최 장소를 옮김.",2017,['https://www.yna.co.kr/view/AKR20170911089400005']
63,성동문화재단,서울숲 재즈페스티벌 2017 (Seoul Forest Jazz Festival),예술,,2017-10-07,2017-10-08,,서울 성동구 성수동1가 서울숲 야외묘대,,국내,국내,,"성수동 서울숲에서 처음 개최된 재즈 페스티벌. 'Nature, Music and Love' 테마로 3개 스테이지에서 이한얼 오르간트리오, 안녕의온도, 사비나앤드론즈, 윤한 등 다양한 아티스트가 공연. 주최: 페이지터너, 공동주관: 성동문화재단.",2017,"['https://ko.wikipedia.org/wiki/서울숲재즈페스티벌', 'http://www.ticketlink.co.kr/help/notice/47551']"
64,POW! WOW! KOREA,파우! 와우! 코리아 2017 스트리트 아트 페스티벌,예술,,2017-09-20,2017-09-28,,"서울 성동구 성수동 일대 (커먼그라운드 등), 광진구 자양동 일부",,해외,해외(기타),,"2011년 하와이에서 시작된 글로벌 스트리트 아트 페스티벌이 한국(서울)에서 처음 개최. 국내외 24명 아티스트가 성수동 11곳과 자양동 4곳 대형 벽면에 스트리트 아트 작품을 제작. 커먼그라운드를 중심으로 라이브 그래피티 페인팅, 워크숍, 공연, 팝업 라운지 등 진행.",2017,"['https://www.tinnews.co.kr/17399', 'https://blog.kolon.com/1637']"
65,성동구청,2017 성동 디자인위크 - 골목에서 만나요,예술,,2017-10-20,2017-10-22,,"서울 성동구 성수동 서울숲길 일대, 언더스탠드에비뉴",,국내,국내,,"성수동 서울숲길 일대에서 개최된 디자인 축제. '노는지'(서울숲길 30여곳 공간 방문 체험), '만아츠 만액츠' 공공미술 프로젝트, '디자인마켓'(25개 부스)으로 구성. 김윤덕, 노순천 등 지역 예술가와 주민이 협업한 공공미술 작품 전시.",2017,['https://www.twig24.com/news/localnews/local_seoul/seoul_sd/2017/10/20/20171020015001']
66,만아츠 만액츠 (10000 ARTS 10000 ACTS),공공미술 프로젝트 '만아츠 만액츠',예술,,2017-09,2018-10,,"서울 성동구 성수동 서울숲2길, 서울숲4길, 서울숲6길 일대",,국내,국내,,"'2017 서울은 미술관' 자치구 공모 사업으로 선정된 주민참여 공공미술 프로젝트. 1만 개의 예술작품이 1만 개의 행동으로 이어진다는 의미. 김윤덕, 노순천, 엄아롱, 정크하우스, 젤리장 작가가 지역 주민과 협업하여 작품 제작. 야외 공공미술 작품은 2018년 10월까지 전시.",2017,"['https://www.twig24.com/news/localnews/local_seoul/seoul_sd/2017/10/20/20171020015001', 'https://delightfull.co.kr/언론병도-성수동-공존-가치-예술-되다/']"
67,성동구청 / 성동문화재단,풋풋한 성동 (수제화 축제),라이프스타일,,2017-05,2017-10,,서울 성동구 성수동 수제화거리 일대,,국내,국내,,"성수동 수제화 거리에서 개최된 수제화 문화 축제. 2017년 5월, 6월, 9월, 10월에 나누어 진행. 수제화 체험, 디자인 경진대회, 수제화 패션쇼, 할인 판매 등 다양한 프로그램 운영. 2017년에는 특히 5월(수제화 체험), 6월(디자인 경진대회), 9월(수제화 패션쇼), 10월(할인행사)으로 구분하여 진행.",2017,"['https://www.twig24.com/news/localnews/local_seoul/seoul_sd/2017/10/20/20171020015001', 'https://mediahub.seoul.go.kr/archives/1110768']"
68,성동구청,성수수제화 희망플랫폼 개관,라이프스타일,,2017-09-26,2017-09-26,,서울 성동구 성수동 (구 경성방직 공장 부지),,국내,국내,,"성수동 수제화 장인들을 위한 지원 플랫폼 개관식. 구 경성방직 공장 부지에 조성된 공간에서 수제화 장인들의 작업 공간과 전시, 판매 공간을 제공.",2017,['https://www.twig24.com/news/localnews/local_seoul/seoul_sd/2017/10/20/20171020015001']
69,성동구청,2017 서울세계건축대회 건축문화투어 (1코스),예술,,2017-09-02,2017-09-02,,"서울 성동구 성수동 일대 (수제화거리, 카페거리, 커먼그라운드)",,국내,국내,,"2017 서울세계건축대회 시민참여 프로그램. '도시재생 인더스트리얼 디자인을 만나다' 주제로 성수동 수제화 거리, 구두 테마공원, 카페거리, 커먼그라운드를 둘러보는 투어 코스. 20여 명 참가자가 최정한 도슨트 안내로 진행.",2017,['https://mediahub.seoul.go.kr/archives/1110768']
70,에이유커머스 (AU Commerce),에이유커머스 성수동 신사옥 오픈,패션,,2017-06-01,2017-06-01,,"서울 성동구 성수동2가 (대지면적 707㎡, 연면적 3,989㎡)",,국내,국내,,"에이유커머스(대표 김지훈) 성수동 신사옥 준공식. 지하3층 지상12층 규모. 지하1층 슈즈 뮤지엄, 1층 성수 수제화 브랜드 슈즈 쇼윈도, 2층 멀티샵과 카페 운영 예정. 크루셜, 레디, 락피쉬, 불박서 4개 슈즈 브랜드 운영. 한국패션협회 원대연 회장 등 200여 명 참석.",2017,['http://www.koreafashion.org/lounge/news/read.jsp?reqPageNo=1&no=16045']
71,성동구청,제1회 서울숲 소셜벤처 엑스포,라이프스타일,,2017,2017,,서울 성동구 성수동 언더스탠드에비뉴 일대,,국내,국내,,성동구가 전국 지자체 최초로 개최한 소셜벤처 엑스포. 성수동을 중심으로 한 소셜벤처 기업들의 성과 공유 및 소통의 장. 이후 매년 개최되어 '성수소셜벤처밸리' 브랜드 구축에 기여.,2017,"['https://www.sd.go.kr/sv/selectBbsNttView.do?bbsNo=507&nttNo=330025', 'https://www.yna.co.kr/view/AKR20250911065300004']"
72,마르쉐@성수,마르쉐@성수 <맛있는 오후>,F&B,,2017-10-28,2017-10-28,,"서울 성동구 성수동 언더스탠드에비뉴 (서울숲역 3번출구, 뚝섬역 8번출구)",,국내,국내,,"매월 넷째주 토요일에 열리는 성수시장. 2016년 10월 성수동에서 처음 시작하여 2017년에도 꾸준히 개최. 메쉬커피, the picker(제로웨이스트 매장), 성수스타우트 등 성수동 로컬 브랜드와 소셜벤처가 참여한 로컬 푸드 마켓.",2017,['https://www.marcheat.net/market-info/?bmode=view&idx=164701674']
73,배상면주가,성수동 양조장 오픈,F&B,,2017-08,2017-08,,서울 성동구 성수동,,국내,국내,,배상면주가가 성수동에 양조장을 오픈. 전통주를 현대적으로 재해석한 브랜드로 성수동의 트렌디한 분위기와 잘 어울리는 공간 조성.,2017,['https://mediahub.seoul.go.kr/archives/1110768']
74,성동구청,붉은벽돌건축물 보전 및 지원 조례 제정,라이프스타일,,2017,2017,,서울 성동구 성수동 일대,,국내,국내,,성동구가 2017년 붉은벽돌 건축물 보전 및 지원 조례를 제정. 성수동의 대림창고 등 붉은 벽돌 공장 건축물의 독특한 경관 보존을 위한 제도적 기반 마련.,2017,['https://www.kunews.ac.kr/news/articleView.html?idxno=42911']
75,언더스탠드에비뉴,언더스탠드에비뉴 제35회 서울시 건축상 우수상 수상,라이프스타일,,2017-09-26,2017-09-26,,서울 성동구 성수동 언더스탠드에비뉴 (왕십리로 63),,국내,국내,,"성수동의 대표 복합문화공간 언더스탠드에비뉴가 제35회 서울시 건축상 우수상을 수상. 2016년 4월 운영 개시 이후 소셜벤처 지원, 취약계층 능력개발 프로그램 등을 운영.",2017,['https://arts.cau.ac.kr/files/2023-10/9AD16E81F3BA47A791551A7E272FAA16.pdf']
76,성동문화재단,2017 문화가 있는 날 - 풋풋한 성동 '수제화거리에서 만나는 미리크리스마스',라이프스타일,,2017-12-02,2017-12-02,,서울 성동구 성수동 수제화거리 일대,,국내,국내,,"문화가 있는 날 프로그램의 일환으로 성수동 수제화거리에서 진행된 크리스마스 이벤트. 수제화 체험, 장식, 할인 판매 등을 포함한 특별 프로그램.",2017,['https://www.twig24.com/news/localnews/local_seoul/seoul_sd/2017/10/20/20171020015001']
77,ALL DAY OUT (ADO),올데이아웃 서울 2017 (ALL DAY OUT SEOUL 2017),엔터,,2017-05-05,2017-05-06,,서울 성동구 성수동 레이어57 (Layer 57),,국내,국내,,"스트리트 컬처 페스티벌. 씨잼, 기리보이, 지투, 레디, 페노메코, 한요한, 최하민, 김선재, 조원우 등 힙합 뮤지션, DJ, 프로듀서, 스트리트 댄스 크루가 참여. 2일간 총 1천여 명의 관객이 성수동 레이어57 폐공장 개조 스튜디오에서 진행된 행사를 즐김.",2017,"['https://m.sedaily.com/amparticle/11590726', 'https://blog.naver.com/rmfoaxj/220979130881']"
78,성동구청,성수 도시재생 주민축제 '꽃길만 걸어요',라이프스타일,,2017-10-28,2017-10-28,,서울 성동구 성수동 연무장길 및 성수근린공원(구두테마공원),,국내,국내,,성수동 도시재생 10년을 기념하는 주민축제. 2017년 10월 28일 15:00~21:00에 진행. 연무장길과 구두테마공원 일대에서 풍성한 프로그램 운영.,2017,['http://blog.naver.com/seongdonggu1/221123978122']
79,스쾃성수기획위원회,2017 작가미술장터 '스쾃성수 SQUAT SEONGSU',예술,,2017-09-28,2017-10-07,,서울 성동구 성수동 S-FACTORY B동 (연무장15길 11),,국내,국내,,"문화체육관광부 주최, 예술경영지원센터 주관 '작가미술장터 개설지원' 사업에 선정. 31팀 작가 참여. 불법적 점유를 뜻하는 '스쾃(SQUAT)'을 새롭게 해석하여 신생공간 S-FACTORY를 중심으로 성수동이 예술적으로 점유되기를 바라는 뜻의 프로젝트. 각 작가에게 2.72평의 공간에서 50x50cm 크기의 작품을 판매하는 '리얼 아트 마켓'. 작품 판매가 150만원 미만으로 설정. 강윤정, 고대웅, 고재욱, 금혜원 등 31팀 참여. 북마켓, DJ 오프닝 퍼포먼스, 도슨트 프로그램 운영.",2017,['https://www.ndnnews.co.kr/news/articleView.html?idxno=158435']
80,레이어57 (Layer 57),레이어57 오픈/운영,예술,,2017,2017,,서울 성동구 성수동 (구 폐공장 개조),,국내,국내,,폐공장을 개조한 스튜디오/문화공간. 2017년 올데이아웃 서울 2017 페스티벌 개최 장소. 성수동의 대표적인 폐공장 활용 문화공간으로 근래 떠오르는 문화의 메카 역할 수행.,2017,"['https://blog.naver.com/rmfoaxj/220979130881', 'https://m.sedaily.com/amparticle/11590726']"
81,루트임팩트 (Root Impact),헤이그라운드 성수 오픈,라이프스타일,,2017,2017,,서울 성동구 성수동 경일고등학교 근처 (연무장길 인근),,국내,국내,,"비영리사단법인 루트임팩트(고 정주영 현대그룹 회장 손자 정경선 씨가 2012년 설립)가 250억원 펀드 조성, 3년 준비 끝에 성수동에 헤이그라운드 오픈. 지상 8층 지하 1층 규모로 500여 명의 사회적기업가가 함께 근무. 1층 캐주얼 다이닝 레스토랑 '헬스클럽' 운영. 리니어블, 리얼시리얼, 이원코리아 등 소셜벤처 입주. 2017년 10월 18일 문재인 대통령이 일자리위원회 회의 주재로 방문하여 전국적 주목받음.",2017,['https://v.daum.net/v/20171018140101028']
82,성동구청,성수동 재생도시 스토리여행 (체험과 이야기가 있는 골목여행),라이프스타일,,2017-09,2017-10,,서울 성동구 성수동 일대,,국내,국내,,"성수동만의 특색이 담긴 6개 코스 체험 여행 프로그램. 1코스(두근두근 재생이야기: 어니언, 에스팩토리, 자그마치, 대림창고, 사진창고 등), 2코스(수제화 이야기: 수제화공동판매장, 슈스팟성수, 하람공방), 3코스(성수드라마길: 도깨비 촬영지, 벽화골목), 4코스(한강이야기: 성덕정, 한강전망대, 뚝도정수장), 5코스(사회적경제 둘레길: 소녀방앗간, 마리몬드, 희락공방, 언더스탠드에비뉴), 6코스(뚝도청춘: 성동희망나눔, 호오예술, 한강나루터, 뚝도시장). 기수별 20명 선착순 사전예약, 묣로 운영.",2017,['https://www.sd.go.kr/tour/selectBbsNttView.do?bbsNo=230&nttNo=300172']
83,대림창고 (Daelim Changgo),대림창고 갤러리 카페 운영,라이프스타일,,2017,2017,,서울 성동구 성수동,,국내,국내,,2011년 폐공장을 창고형 갤러리 카페로 탈바꿈하여 성수동 앵커스토어 역할 수행. 붉은 벽돌 건축물로 성수동 상징이 됨. 2017년에도 활발히 운영되어 성수동 대표 핫플레이스로 자리매김. 성동구는 2017년 '붉은벽돌건축물 보전 및 지원 조례'를 제정하여 대림창고 등 붉은벽돌 건축물 경관 보존.,2017,"['https://www.kunews.ac.kr/news/articleView.html?idxno=42911', 'https://www.sd.go.kr/tour/selectBbsNttView.do?bbsNo=230&nttNo=300172']"
84,POW! WOW! KOREA / 커먼그라운드,POW! WOW! KOREA 팝업 라운지,예술,,2017-09-22,2017-09-30,,서울 광진구 자양동 커먼그라운드 Market Hall 1층 팝업 공간,,해외,해외(기타),,"POW! WOW! KOREA 2017 스트리트 아트 페스티벌의 일환으로 커먼그라운드 Market Hall 1층에 조성된 팝업 라운지. 풍선 소재 작품 아티스트 Balloonski, 구조물과 라이팅 조형작업 AGOS의 설치예술, POW! WOW! 굿즈 판매. Suitman의 자화상 촬영 이벤트, Rostarr 토크 콘서트(9/26), 쿠마파크/360사운즈/소월 공연(9/28) 등 진행.",2017,"['https://www.tinnews.co.kr/17399', 'https://blog.kolon.com/1637']"
